Base,Romanized,Yiddish,Gloss,Definition
shlog,tsushlogndiker,צושלאָגנדיקער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"nail up; affix; close a deal"
shlog,aruntershlogndikn,אַרונטערשלאָגנדיקן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"deduct (money); tackle"
shlog,untershlogndik,אונטערשלאָגנדיק,PRES.PTCP,"affix (lining to clothing; support to wood)"
shlog,arumgeshlogene,אַרומגעשלאָגענע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"line (inside)"
shlog,forgeshlogns,פֿאָרגעשלאָגנס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"suggest"
shlog,tsunoyfshlogndiker,צונױפֿשלאָגנדיקער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"hit, beat; fight (with zikh); churn (with puter)"
shlog,avekgeshlogene,אַװעקגעשלאָגענע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"hit, beat; fight (with zikh); churn (with puter)"
shlog,tsurikgeshlogene,צוריקגעשלאָגענע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"hit, beat; fight (with zikh); churn (with puter)"
shlog,opgeshlogener,אָפּגעשלאָגענער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"hit, beat; fight (with zikh); churn (with puter)"
shlog,oyfshlogndik,אױפֿשלאָגנדיק,PRES.PTCP,"whisk, mix"
shlog,aroyfshlogndiks,אַרױפֿשלאָגנדיקס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"nail up; affix"
shlog,aroysgeshlogener,אַרױסגעשלאָגענער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"hit, beat; fight (with zikh); churn (with puter)"
shlog,optsushlogn,אָפּצושלאָגן,V.INF,"hit, beat; fight (with zikh); churn (with puter)"
shlog,onshlogndik,אָנשלאָגנדיק,PRES.PTCP,"thrash; repair; churn; propose; reach (with in/keyn)"
shlog,tsurikshlogndike,צוריקשלאָגנדיקע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"hit, beat; fight (with zikh); churn (with puter)"
shlog,tsunoyfshlogn,צונױפֿשלאָגן,V.INF,"hit, beat; fight (with zikh); churn (with puter)"
shlog,tsunoyfshlogndiks,צונױפֿשלאָגנדיקס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"hit, beat; fight (with zikh); churn (with puter)"
shlog,funandergeshlogener,פֿונאַנדערגעשלאָגענער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"hit, beat; fight (with zikh); churn (with puter)"
shlog,ongeshlogn,אָנגעשלאָגן,UNK1,"thrash; repair; churn; propose; reach (with in/keyn)"
shlog,geshlogns,געשלאָגנס,PART.NEUT.NOM.SG PART.NEUT.ACC.SG,"hit, beat; fight (with zikh); churn (with puter)"
shlog,tsunoyfgeshlogenem,צונױפֿגעשלאָגענעם,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"hit, beat; fight (with zikh); churn (with puter)"
shlog,ongeshlogns,אָנגעשלאָגנס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"thrash; repair; churn; propose; reach (with in/keyn)"
shlog,oyftsushlogn,אױפֿצושלאָגן,V.INF,"whisk, mix"
shlog,onshlogndiker,אָנשלאָגנדיקער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"thrash; repair; churn; propose; reach (with in/keyn)"
shlog,ibershlogndikn,איבערשלאָגנדיקן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"interrupt (with dative)"
shlog,oysgeshlogener,אױסגעשלאָגענער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"recoup expenses, strike (the hour), knock out"
shlog,funandershlogndike,פֿונאַנדערשלאָגנדיקע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"hit, beat; fight (with zikh); churn (with puter)"
shlog,aroyfgeshlogn,אַרױפֿגעשלאָגן,UNK1,"nail up; affix"
shlog,ibershlogndiker,איבערשלאָגנדיקער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"interrupt (with dative)"
shlog,untergeshlogenem,אונטערגעשלאָגענעם,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"affix (lining to clothing; support to wood)"
shlog,ongeshlogene,אָנגעשלאָגענע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"thrash; repair; churn; propose; reach (with in/keyn)"
shlog,oysgeshlogn,אױסגעשלאָגן,UNK1,"recoup expenses, strike (the hour), knock out"
shlog,funandergeshlogns,פֿונאַנדערגעשלאָגנס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"hit, beat; fight (with zikh); churn (with puter)"
shlog,untershlogn,אונטערשלאָגן,V.INF,"affix (lining to clothing; support to wood)"
shlog,aruntergeshlogns,אַרונטערגעשלאָגנס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"deduct (money); tackle"
shlog,oyfgeshlogene,אױפֿגעשלאָגענע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"whisk, mix"
shlog,geshlogn,געשלאָגן,PART,"hit, beat; fight (with zikh); churn (with puter)"
shlog,tsunoyfshlogndik,צונױפֿשלאָגנדיק,PRES.PTCP,"hit, beat; fight (with zikh); churn (with puter)"
shlog,aropshlogn,אַראָפּשלאָגן,V.INF,"hit, beat; fight (with zikh); churn (with puter)"
shlog,tsuriktsushlogn,צוריקצושלאָגן,V.INF,"hit, beat; fight (with zikh); churn (with puter)"
shlog,tsushlogndiks,צושלאָגנדיקס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"nail up; affix; close a deal"
shlog,arumshlogndikn,אַרומשלאָגנדיקן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"line (inside)"
shlog,forshlogndike,פֿאָרשלאָגנדיקע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"suggest"
shlog,forshlogndikn,פֿאָרשלאָגנדיקן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"suggest"
shlog,avekshlogndikn,אַװעקשלאָגנדיקן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"hit, beat; fight (with zikh); churn (with puter)"
shlog,untergeshlogene,אונטערגעשלאָגענע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"affix (lining to clothing; support to wood)"
shlog,arumshlogndiker,אַרומשלאָגנדיקער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"line (inside)"
shlog,aruntergeshlogene,אַרונטערגעשלאָגענע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"deduct (money); tackle"
shlog,shlogndiks,שלאָגנדיקס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"hit, beat; fight (with zikh); churn (with puter)"
shlog,avekshlogndiker,אַװעקשלאָגנדיקער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"hit, beat; fight (with zikh); churn (with puter)"
shlog,shlogndikn,שלאָגנדיקן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"hit, beat; fight (with zikh); churn (with puter)"
shlog,funandergeshlogn,פֿונאַנדערגעשלאָגן,UNK1,"hit, beat; fight (with zikh); churn (with puter)"
shlog,aroyfshlogndiker,אַרױפֿשלאָגנדיקער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"nail up; affix"
shlog,aroyftsushlogn,אַרױפֿצושלאָגן,V.INF,"nail up; affix"
shlog,tsugeshlogenem,צוגעשלאָגענעם,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"nail up; affix; close a deal"
shlog,tsurikshlogn,צוריקשלאָגן,V.INF,"hit, beat; fight (with zikh); churn (with puter)"
shlog,araynshlogndike,אַרײַנשלאָגנדיקע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"hit, beat; fight (with zikh); churn (with puter)"
shlog,aroptsushlogn,אַראָפּצושלאָגן,V.INF,"hit, beat; fight (with zikh); churn (with puter)"
shlog,durkhshlogndike,דורכשלאָגנדיקע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"hit, beat; fight (with zikh); churn (with puter)"
shlog,aroysgeshlogns,אַרױסגעשלאָגנס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"hit, beat; fight (with zikh); churn (with puter)"
shlog,shlogst,שלאָגסט,V.2.SG,"hit, beat; fight (with zikh); churn (with puter)"
shlog,ibergeshlogene,איבערגעשלאָגענע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"interrupt (with dative)"
shlog,avekshlogndik,אַװעקשלאָגנדיק,PRES.PTCP,"hit, beat; fight (with zikh); churn (with puter)"
shlog,aroysshlogndik,אַרױסשלאָגנדיק,PRES.PTCP,"hit, beat; fight (with zikh); churn (with puter)"
shlog,tsunoyfgeshlogns,צונױפֿגעשלאָגנס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"hit, beat; fight (with zikh); churn (with puter)"
shlog,arumshlogndik,אַרומשלאָגנדיק,PRES.PTCP,"line (inside)"
shlog,aruntershlogndik,אַרונטערשלאָגנדיק,PRES.PTCP,"deduct (money); tackle"
shlog,tsurikshlogndik,צוריקשלאָגנדיק,PRES.PTCP,"hit, beat; fight (with zikh); churn (with puter)"
shlog,forgeshlogenem,פֿאָרגעשלאָגענעם,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"suggest"
shlog,aroysshlogndikn,אַרױסשלאָגנדיקן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"hit, beat; fight (with zikh); churn (with puter)"
shlog,oysgeshlogene,אױסגעשלאָגענע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"recoup expenses, strike (the hour), knock out"
shlog,untergeshlogener,אונטערגעשלאָגענער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"affix (lining to clothing; support to wood)"
shlog,tsunoyfgeshlogene,צונױפֿגעשלאָגענע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"hit, beat; fight (with zikh); churn (with puter)"
shlog,arayntsushlogn,אַרײַנצושלאָגן,V.INF,"hit, beat; fight (with zikh); churn (with puter)"
shlog,forshlogndiks,פֿאָרשלאָגנדיקס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"suggest"
shlog,araynshlogndiker,אַרײַנשלאָגנדיקער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"hit, beat; fight (with zikh); churn (with puter)"
shlog,tsurikgeshlogns,צוריקגעשלאָגנס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"hit, beat; fight (with zikh); churn (with puter)"
shlog,geshlogenem,געשלאָגענעם,PART.MASC.ACC.SG PART.MASC.DAT.SG PART.NEUT.DAT.SG,"hit, beat; fight (with zikh); churn (with puter)"
shlog,geshlogene,געשלאָגענע,PART.FEM.NOM.SG PART.NEUT.NOM/ACC.DEF.SG PART.PL,"hit, beat; fight (with zikh); churn (with puter)"
shlog,aroyfshlogndike,אַרױפֿשלאָגנדיקע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"nail up; affix"
shlog,onshlogndikn,אָנשלאָגנדיקן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"thrash; repair; churn; propose; reach (with in/keyn)"
shlog,funandershlogn,פֿונאַנדערשלאָגן,V.INF,"hit, beat; fight (with zikh); churn (with puter)"
shlog,funandergeshlogenem,פֿונאַנדערגעשלאָגענעם,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"hit, beat; fight (with zikh); churn (with puter)"
shlog,opshlogndiks,אָפּשלאָגנדיקס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"hit, beat; fight (with zikh); churn (with puter)"
shlog,aropgeshlogener,אַראָפּגעשלאָגענער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"hit, beat; fight (with zikh); churn (with puter)"
shlog,aroysshlogn,אַרױסשלאָגן,V.INF,"hit, beat; fight (with zikh); churn (with puter)"
shlog,tsurikshlogndikn,צוריקשלאָגנדיקן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"hit, beat; fight (with zikh); churn (with puter)"
shlog,funandershlogndiks,פֿונאַנדערשלאָגנדיקס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"hit, beat; fight (with zikh); churn (with puter)"
shlog,durkhtsushlogn,דורכצושלאָגן,V.INF,"hit, beat; fight (with zikh); churn (with puter)"
shlog,aroysgeshlogenem,אַרױסגעשלאָגענעם,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"hit, beat; fight (with zikh); churn (with puter)"
shlog,tsushlogndikn,צושלאָגנדיקן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"nail up; affix; close a deal"
shlog,ibergeshlogns,איבערגעשלאָגנס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"interrupt (with dative)"
shlog,durkhshlogndiker,דורכשלאָגנדיקער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"hit, beat; fight (with zikh); churn (with puter)"
shlog,tsushlogndike,צושלאָגנדיקע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"nail up; affix; close a deal"
shlog,aruntergeshlogn,אַרונטערגעשלאָגן,UNK1,"deduct (money); tackle"
shlog,oysshlogndik,אױסשלאָגנדיק,PRES.PTCP,"recoup expenses, strike (the hour), knock out"
shlog,aropgeshlogn,אַראָפּגעשלאָגן,UNK1,"hit, beat; fight (with zikh); churn (with puter)"
shlog,arumgeshlogns,אַרומגעשלאָגנס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"line (inside)"
shlog,tsunoyfshlogndikn,צונױפֿשלאָגנדיקן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"hit, beat; fight (with zikh); churn (with puter)"
shlog,durkhshlogndiks,דורכשלאָגנדיקס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"hit, beat; fight (with zikh); churn (with puter)"
shlog,avekgeshlogns,אַװעקגעשלאָגנס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"hit, beat; fight (with zikh); churn (with puter)"
shlog,aruntershlogndiker,אַרונטערשלאָגנדיקער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"deduct (money); tackle"
shlog,aroysgeshlogene,אַרױסגעשלאָגענע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"hit, beat; fight (with zikh); churn (with puter)"
shlog,araynshlogndiks,אַרײַנשלאָגנדיקס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"hit, beat; fight (with zikh); churn (with puter)"
shlog,aropshlogndiks,אַראָפּשלאָגנדיקס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"hit, beat; fight (with zikh); churn (with puter)"
shlog,shlogt,שלאָגט,V.3.SG V.2.PL,"hit, beat; fight (with zikh); churn (with puter)"
shlog,aruntershlogn,אַרונטערשלאָגן,V.INF,"deduct (money); tackle"
shlog,opgeshlogenem,אָפּגעשלאָגענעם,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"hit, beat; fight (with zikh); churn (with puter)"
shlog,aropgeshlogenem,אַראָפּגעשלאָגענעם,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"hit, beat; fight (with zikh); churn (with puter)"
shlog,shlogndike,שלאָגנדיקע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"hit, beat; fight (with zikh); churn (with puter)"
shlog,aruntershlogndiks,אַרונטערשלאָגנדיקס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"deduct (money); tackle"
shlog,aruntergeshlogenem,אַרונטערגעשלאָגענעם,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"deduct (money); tackle"
shlog,aropshlogndike,אַראָפּשלאָגנדיקע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"hit, beat; fight (with zikh); churn (with puter)"
shlog,tsugeshlogns,צוגעשלאָגנס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"nail up; affix; close a deal"
shlog,oyfgeshlogn,אױפֿגעשלאָגן,UNK1,"whisk, mix"
shlog,forshlogndiker,פֿאָרשלאָגנדיקער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"suggest"
shlog,arayngeshlogn,אַרײַנגעשלאָגן,UNK1,"hit, beat; fight (with zikh); churn (with puter)"
shlog,durkhgeshlogn,דורכגעשלאָגן,UNK1,"hit, beat; fight (with zikh); churn (with puter)"
shlog,ibershlogndik,איבערשלאָגנדיק,PRES.PTCP,"interrupt (with dative)"
shlog,untergeshlogns,אונטערגעשלאָגנס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"affix (lining to clothing; support to wood)"
shlog,oystsushlogn,אױסצושלאָגן,V.INF,"recoup expenses, strike (the hour), knock out"
shlog,oyfgeshlogener,אױפֿגעשלאָגענער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"whisk, mix"
shlog,shlog,שלאָג,NOUN.MASC,"punch; wound"
shlog,tsushlogn,צושלאָגן,V.INF V.INF,"nail up; affix; close a deal"
shlogban,shlogbanen,שלאָגבאַנען,NOUN.PL,"military train (??)"
shlogban,shlogban,שלאָגבאַן,NOUN.FEM,"military train (??)"
shloger,shloger,שלאָגער,NOUN.MASC,"hitter"
shloger,shlogers,שלאָגערס,NOUN.MASC.PL,"hitter"
shlogshmant,shlogshmantn,שלאָגשמאַנטן,NOUN.PL,"whipped cream"
shlogshmant,shlogshmant,שלאָגשמאַנט,NOUN.MASC,"whipped cream"
shlogvort,shlogvort,שלאָגװאָרט,NOUN.NEUT,"slogan, motto"
shlogvort,shlogverter,שלאָגװערטער,NOUN.PL,"slogan, motto"
shlokhts,shlokhtsndikn,שלאָכצנדיקן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"sob"
shlokhts,shlokhtsndike,שלאָכצנדיקע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"sob"
shlokhts,shlokhtst,שלאָכצט,V.3.SG V.2.PL,"sob"
shlokhts,geshlokhtste,געשלאָכצטע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"sob"
shlokhts,shlokhtsn,שלאָכצן,V.INF V.1.PL V.3.PL,"sob"
shlokhts,shlokhtsndiker,שלאָכצנדיקער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"sob"
shlokhts,shlokhtsst,שלאָכצסט,V.2.SG,"sob"
shlokhts,shlokhtsndiks,שלאָכצנדיקס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"sob"
shlokhts,geshlokhtstn,געשלאָכצטן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"sob"
shlokhts,geshlokhtst,געשלאָכצט,PART,"sob"
shlokhts,geshlokhtster,געשלאָכצטער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"sob"
shlokhts,shlokhtsstu,שלאָכצסטו,V.2.SG,"sob"
shlokhts,shlokhtsndik,שלאָכצנדיק,V.PRES.PTCP,"sob"
shlos,shlos,שלאָס,NOUN.MASC,"lock; castle"
shloser,shlosers,שלאָסערס,NOUN.MASC.PL,"locksmith"
shloser,shloser,שלאָסער,NOUN.MASC,"locksmith"
shloseray,shloserayen,שלאָסערײַען,NOUN.PL,"locksmith shop"
shloseray,shloseray,שלאָסערײַ,NOUN.FEM,"locksmith shop"
shlosgrub,shlosgriber,שלאָסגריבער,NOUN.PL,"moat"
shlosgrub,shlosgrub,שלאָסגרוב,NOUN.MASC/FEM,"moat"
shloyshem,shloyshem,שלושים,NOUN.MASC,"thirty-day period of mourning"
shloyz,shloyz,שלױז,NOUN,"sluice; mill lock"
shloyz,shloyzn,שלױזן,NOUN.PL,"sluice; mill lock"
shluekh,shluekh,שלוח,NOUN.MASC,"religious outreach agents (Chabad)"
shluekh,shlukhem,שלוחים,NOUN.PL,"religious outreach agents (Chabad)"
shluk,shlukn,שלוקן,NOUN.PL,"sip"
shluk,shluk,שלוק,NOUN.MASC,"sip"
shlukekhts,shlukekhtsn,שלוקעכצן,NOUN.PL,"hiccup"
shlukekhts,shlukekhts,שלוקעכץ,NOUN.MASC,"hiccup"
shlukerts,shlukerts,שלוקערץ,NOUN.MASC,"hiccup"
shlukerts,geshlukertst,געשלוקערצט,PART,"hiccup"
shlukerts,shlukertsndikn,שלוקערצנדיקן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"hiccup"
shlukerts,shlukertsndiker,שלוקערצנדיקער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"hiccup"
shlukerts,shlukertsndik,שלוקערצנדיק,V.PRES.PTCP,"hiccup"
shlukerts,shlukertsstu,שלוקערצסטו,V.2.SG,"hiccup"
shlukerts,geshlukertster,געשלוקערצטער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"hiccup"
shlukerts,shlukertsn,שלוקערצן,V.INF V.1.PL V.3.PL,"hiccup"
shlukerts,geshlukertste,געשלוקערצטע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"hiccup"
shlukerts,geshlukertstn,געשלוקערצטן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"hiccup"
shlukerts,shlukertsst,שלוקערצסט,V.2.SG,"hiccup"
shlukerts,shlukertsndiks,שלוקערצנדיקס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"hiccup"
shlukerts,shlukertst,שלוקערצט,V.3.SG V.2.PL,"hiccup"
shlukerts,shlukertsndike,שלוקערצנדיקע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"hiccup"
shlukertsenish,shlukertsenishn,שלוקערצענישן,NOUN.PL,"hiccupping fit"
shlukertsenish,shlukertsenish,שלוקערצעניש,NOUN.NEUT,"hiccupping fit"
shlukertser,shlukertser,שלוקערצער,NOUN.MASC,"person hiccupping"
shlukhts,geshlukhtste,געשלוכצטע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"sob"
shlukhts,shlukhtsndik,שלוכצנדיק,V.PRES.PTCP,"sob"
shlukhts,shlukhtsstu,שלוכצסטו,V.2.SG,"sob"
shlukhts,shlukhtsn,שלוכצן,V.INF V.1.PL V.3.PL,"sob"
shlukhts,geshlukhtstn,געשלוכצטן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"sob"
shlukhts,shlukhtst,שלוכצט,V.3.SG V.2.PL,"sob"
shlukhts,shlukhtsndike,שלוכצנדיקע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"sob"
shlukhts,shlukhtsndikn,שלוכצנדיקן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"sob"
shlukhts,geshlukhtst,געשלוכצט,PART,"sob"
shlukhts,shlukhtsndiks,שלוכצנדיקס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"sob"
shlukhts,geshlukhtster,געשלוכצטער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"sob"
shlukhts,shlukhtsst,שלוכצסט,V.2.SG,"sob"
shlukhts,shlukhtsndiker,שלוכצנדיקער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"sob"
shlukhtsenish,shlukhtsenishn,שלוכצענישן,NOUN.PL,"sobbing"
shlukhtsenish,shlukhtsenish,שלוכצעניש,NOUN.NEUT,"sobbing"
shlumer,geshlumert,געשלומערט,PART,"slumber, sleep"
shlumer,geshlumerts,געשלומערטס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"slumber, sleep"
shlumer,geshlumerte,געשלומערטע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"slumber, sleep"
shlumer,geshlumertn,געשלומערטן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"slumber, sleep"
shlumer,shlumern,שלומערן,NOUN.PL,"slumber, sleep"
shlumer,geshlumerter,געשלומערטער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"slumber, sleep"
shlump,shlump,שלומפּ,NOUN.MASC,"hangdog person"
shlumparsk,shlumparsker,שלומפּאַרסקער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"impoverished"
shlumparsk,shlumparskn,שלומפּאַרסקן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"impoverished"
shlumparsk,shlumparske,שלומפּאַרסקע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"impoverished"
shlumparsk,shlumparsks,שלומפּאַרסקס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"impoverished"
shlumparsk,shlumparsk,שלומפּאַרסק,ADJ.PRED.SG ADJ.NEUT.NOM/ACC.INDF.SG,"impoverished"
shlumperdik,shlumperdiks,שלומפּערדיקס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"dowdy"
shlumperdik,shlumperdike,שלומפּערדיקע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"dowdy"
shlumperdik,shlumperdik,שלומפּערדיק,ADJ.PRED.SG ADJ.NEUT.NOM/ACC.INDF.SG,"dowdy"
shlumperdik,shlumperdiker,שלומפּערדיקער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"dowdy"
shlumperdik,shlumperdikn,שלומפּערדיקן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"dowdy"
